city,asn,announced_prefix,sub_prefix,origin_asn,starttime,endtime,full_peers_seeing
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-10-23T00:00:00,2022-11-07T23:59:59,369.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-11-08T00:00:00,2022-11-13T23:59:59,372.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-11-14T00:00:00,2022-11-15T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-11-16T00:00:00,2022-11-23T23:59:59,378.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-11-24T00:00:00,2022-11-29T23:59:59,380.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-11-30T00:00:00,2022-12-03T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-04T00:00:00,2022-12-05T23:59:59,377.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-06T00:00:00,2022-12-11T23:59:59,374.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-12T00:00:00,2022-12-13T23:59:59,372.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-14T00:00:00,2022-12-15T23:59:59,375.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-16T00:00:00,2022-12-19T23:59:59,377.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-20T00:00:00,2022-12-27T23:59:59,375.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2022-12-28T00:00:00,2022-12-31T23:59:59,371.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/21,6849,2023-01-01T00:00:00,2023-01-02T23:59:59,373.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-03-07T00:00:00,2022-03-18T23:59:59,345.33
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-03-19T00:00:00,2022-03-20T23:59:59,292.33
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-03-21T00:00:00,2022-03-22T23:59:59,290.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-03-23T00:00:00,2022-04-01T23:59:59,344.33
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-04-02T00:00:00,2022-04-05T23:59:59,347.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-04-06T00:00:00,2022-04-11T23:59:59,345.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-04-12T00:00:00,2022-04-21T23:59:59,348.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-04-22T00:00:00,2022-05-05T23:59:59,351.33
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-06T00:00:00,2022-05-11T23:59:59,354.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-12T00:00:00,2022-05-15T23:59:59,351.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-16T00:00:00,2022-05-19T23:59:59,350.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-20T00:00:00,2022-05-23T23:59:59,347.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-24T00:00:00,2022-05-25T23:59:59,340.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-26T00:00:00,2022-05-27T23:59:59,336.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-05-28T00:00:00,2022-06-06T23:59:59,337.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-06-07T00:00:00,2022-06-08T23:59:59,340.33
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-06-09T00:00:00,2022-06-14T23:59:59,344.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-06-15T00:00:00,2022-06-16T23:59:59,347.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-06-17T00:00:00,2022-06-24T23:59:59,351.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-06-25T00:00:00,2022-07-22T23:59:59,354.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-07-23T00:00:00,2022-07-26T23:59:59,357.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-07-27T00:00:00,2022-07-28T23:59:59,354.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-07-29T00:00:00,2022-08-09T23:59:59,364.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-08-10T00:00:00,2022-08-11T23:59:59,361.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-08-12T00:00:00,2022-08-13T23:59:59,356.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-08-14T00:00:00,2022-08-15T23:59:59,360.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-08-16T00:00:00,2022-09-28T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-09-29T00:00:00,2022-09-30T23:59:59,359.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-01T00:00:00,2022-10-02T23:59:59,355.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-03T00:00:00,2022-10-04T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-05T00:00:00,2022-10-08T23:59:59,360.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-09T00:00:00,2022-10-16T23:59:59,362.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-17T00:00:00,2022-10-18T23:59:59,365.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-19T00:00:00,2022-10-20T23:59:59,363.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-21T00:00:00,2022-10-22T23:59:59,367.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-10-23T00:00:00,2022-11-07T23:59:59,369.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-11-08T00:00:00,2022-11-13T23:59:59,372.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-11-14T00:00:00,2022-11-15T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-11-16T00:00:00,2022-11-23T23:59:59,378.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-11-24T00:00:00,2022-11-29T23:59:59,380.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-11-30T00:00:00,2022-12-03T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-04T00:00:00,2022-12-05T23:59:59,377.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-06T00:00:00,2022-12-11T23:59:59,374.17
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-12T00:00:00,2022-12-13T23:59:59,372.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-14T00:00:00,2022-12-15T23:59:59,375.0
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-16T00:00:00,2022-12-19T23:59:59,377.67
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-20T00:00:00,2022-12-27T23:59:59,375.5
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2022-12-28T00:00:00,2022-12-31T23:59:59,371.83
Mariupol,6849,37.55.208.0/21,37.55.208.0/24,6849,2023-01-01T00:00:00,2023-01-02T23:59:59,373.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-07T00:00:00,2022-03-18T23:59:59,345.33
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-19T00:00:00,2022-03-20T23:59:59,292.33
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-21T00:00:00,2022-03-22T23:59:59,290.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-23T00:00:00,2022-03-26T23:59:59,344.33
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-27T00:00:00,2022-03-28T23:59:59,288.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-03-29T00:00:00,2022-04-01T23:59:59,345.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-04-02T00:00:00,2022-04-05T23:59:59,347.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-04-06T00:00:00,2022-04-11T23:59:59,345.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-04-12T00:00:00,2022-04-21T23:59:59,348.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-04-22T00:00:00,2022-05-05T23:59:59,351.33
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-06T00:00:00,2022-05-11T23:59:59,354.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-12T00:00:00,2022-05-15T23:59:59,351.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-16T00:00:00,2022-05-19T23:59:59,350.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-20T00:00:00,2022-05-23T23:59:59,347.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-24T00:00:00,2022-05-25T23:59:59,340.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-26T00:00:00,2022-05-27T23:59:59,336.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-05-28T00:00:00,2022-06-06T23:59:59,337.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-06-07T00:00:00,2022-06-08T23:59:59,340.33
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-06-09T00:00:00,2022-06-14T23:59:59,344.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-06-15T00:00:00,2022-06-16T23:59:59,347.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-06-17T00:00:00,2022-06-24T23:59:59,351.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-06-25T00:00:00,2022-07-22T23:59:59,354.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-07-23T00:00:00,2022-07-26T23:59:59,357.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-07-27T00:00:00,2022-07-28T23:59:59,354.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-07-29T00:00:00,2022-08-09T23:59:59,364.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-08-10T00:00:00,2022-08-11T23:59:59,361.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-08-12T00:00:00,2022-08-13T23:59:59,356.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-08-14T00:00:00,2022-08-15T23:59:59,360.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-08-16T00:00:00,2022-09-28T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-09-29T00:00:00,2022-09-30T23:59:59,359.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-01T00:00:00,2022-10-02T23:59:59,355.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-03T00:00:00,2022-10-04T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-05T00:00:00,2022-10-08T23:59:59,360.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-09T00:00:00,2022-10-16T23:59:59,362.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-17T00:00:00,2022-10-18T23:59:59,365.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-19T00:00:00,2022-10-20T23:59:59,363.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-21T00:00:00,2022-10-22T23:59:59,367.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-10-23T00:00:00,2022-11-07T23:59:59,369.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-11-08T00:00:00,2022-11-13T23:59:59,372.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-11-14T00:00:00,2022-11-15T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-11-16T00:00:00,2022-11-23T23:59:59,378.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-11-24T00:00:00,2022-11-29T23:59:59,380.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-11-30T00:00:00,2022-12-03T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-04T00:00:00,2022-12-05T23:59:59,377.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-06T00:00:00,2022-12-11T23:59:59,374.17
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-12T00:00:00,2022-12-13T23:59:59,372.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-14T00:00:00,2022-12-15T23:59:59,375.0
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-16T00:00:00,2022-12-19T23:59:59,377.67
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-20T00:00:00,2022-12-27T23:59:59,375.5
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2022-12-28T00:00:00,2022-12-31T23:59:59,371.83
Mariupol,6849,37.55.208.0/21,37.55.209.0/24,6849,2023-01-01T00:00:00,2023-01-02T23:59:59,373.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-07T00:00:00,2022-03-18T23:59:59,345.33
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-19T00:00:00,2022-03-20T23:59:59,292.33
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-21T00:00:00,2022-03-22T23:59:59,290.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-23T00:00:00,2022-03-26T23:59:59,344.33
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-27T00:00:00,2022-03-28T23:59:59,288.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-03-29T00:00:00,2022-04-01T23:59:59,345.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-04-02T00:00:00,2022-04-05T23:59:59,347.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-04-06T00:00:00,2022-04-11T23:59:59,345.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-04-12T00:00:00,2022-04-21T23:59:59,348.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-04-22T00:00:00,2022-05-05T23:59:59,351.33
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-06T00:00:00,2022-05-11T23:59:59,354.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-12T00:00:00,2022-05-15T23:59:59,351.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-16T00:00:00,2022-05-19T23:59:59,350.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-20T00:00:00,2022-05-23T23:59:59,347.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-24T00:00:00,2022-05-25T23:59:59,340.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-26T00:00:00,2022-05-27T23:59:59,336.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-05-28T00:00:00,2022-06-06T23:59:59,337.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-06-07T00:00:00,2022-06-08T23:59:59,340.33
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-06-09T00:00:00,2022-06-14T23:59:59,344.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-06-15T00:00:00,2022-06-16T23:59:59,347.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-06-17T00:00:00,2022-06-24T23:59:59,351.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-06-25T00:00:00,2022-07-22T23:59:59,354.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-07-23T00:00:00,2022-07-26T23:59:59,357.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-07-27T00:00:00,2022-07-28T23:59:59,354.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-07-29T00:00:00,2022-08-09T23:59:59,364.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-08-10T00:00:00,2022-08-11T23:59:59,361.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-08-12T00:00:00,2022-08-13T23:59:59,356.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-08-14T00:00:00,2022-08-15T23:59:59,360.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-08-16T00:00:00,2022-09-28T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-09-29T00:00:00,2022-09-30T23:59:59,359.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-01T00:00:00,2022-10-02T23:59:59,355.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-03T00:00:00,2022-10-04T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-05T00:00:00,2022-10-08T23:59:59,360.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-09T00:00:00,2022-10-16T23:59:59,362.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-17T00:00:00,2022-10-18T23:59:59,365.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-19T00:00:00,2022-10-20T23:59:59,363.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-21T00:00:00,2022-10-22T23:59:59,367.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-10-23T00:00:00,2022-11-07T23:59:59,369.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-11-08T00:00:00,2022-11-13T23:59:59,372.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-11-14T00:00:00,2022-11-15T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-11-16T00:00:00,2022-11-23T23:59:59,378.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-11-24T00:00:00,2022-11-29T23:59:59,380.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-11-30T00:00:00,2022-12-03T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-04T00:00:00,2022-12-05T23:59:59,377.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-06T00:00:00,2022-12-11T23:59:59,374.17
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-12T00:00:00,2022-12-13T23:59:59,372.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-14T00:00:00,2022-12-15T23:59:59,375.0
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-16T00:00:00,2022-12-19T23:59:59,377.67
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-20T00:00:00,2022-12-27T23:59:59,375.5
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2022-12-28T00:00:00,2022-12-31T23:59:59,371.83
Mariupol,6849,37.55.208.0/21,37.55.210.0/24,6849,2023-01-01T00:00:00,2023-01-02T23:59:59,373.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-07T00:00:00,2022-03-18T23:59:59,345.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-19T00:00:00,2022-03-20T23:59:59,292.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-21T00:00:00,2022-03-22T23:59:59,290.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-23T00:00:00,2022-03-26T23:59:59,344.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-27T00:00:00,2022-03-28T23:59:59,288.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-03-29T00:00:00,2022-04-01T23:59:59,345.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-02T00:00:00,2022-04-05T23:59:59,347.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-06T00:00:00,2022-04-07T23:59:59,345.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-08T00:00:00,2022-04-09T23:59:59,231.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-10T00:00:00,2022-04-11T23:59:59,346.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-12T00:00:00,2022-04-21T23:59:59,348.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-04-22T00:00:00,2022-05-05T23:59:59,351.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-06T00:00:00,2022-05-11T23:59:59,354.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-12T00:00:00,2022-05-15T23:59:59,351.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-16T00:00:00,2022-05-19T23:59:59,350.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-20T00:00:00,2022-05-23T23:59:59,347.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-24T00:00:00,2022-05-25T23:59:59,340.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-26T00:00:00,2022-05-27T23:59:59,336.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-05-28T00:00:00,2022-06-06T23:59:59,337.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-06-07T00:00:00,2022-06-08T23:59:59,340.33
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-06-09T00:00:00,2022-06-14T23:59:59,344.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-06-15T00:00:00,2022-06-16T23:59:59,347.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-06-17T00:00:00,2022-06-24T23:59:59,351.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-06-25T00:00:00,2022-07-22T23:59:59,354.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-07-23T00:00:00,2022-07-26T23:59:59,357.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-07-27T00:00:00,2022-07-28T23:59:59,354.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-07-29T00:00:00,2022-08-09T23:59:59,364.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-08-10T00:00:00,2022-08-11T23:59:59,361.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-08-12T00:00:00,2022-08-13T23:59:59,356.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-08-14T00:00:00,2022-08-15T23:59:59,360.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-08-16T00:00:00,2022-09-28T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-09-29T00:00:00,2022-09-30T23:59:59,359.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-01T00:00:00,2022-10-02T23:59:59,355.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-03T00:00:00,2022-10-04T23:59:59,358.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-05T00:00:00,2022-10-08T23:59:59,360.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-09T00:00:00,2022-10-16T23:59:59,362.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-17T00:00:00,2022-10-18T23:59:59,365.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-19T00:00:00,2022-10-20T23:59:59,363.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-21T00:00:00,2022-10-22T23:59:59,367.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-10-23T00:00:00,2022-11-07T23:59:59,369.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-11-08T00:00:00,2022-11-13T23:59:59,372.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-11-14T00:00:00,2022-11-15T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-11-16T00:00:00,2022-11-23T23:59:59,378.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-11-24T00:00:00,2022-11-29T23:59:59,380.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-11-30T00:00:00,2022-12-03T23:59:59,374.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-04T00:00:00,2022-12-05T23:59:59,377.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-06T00:00:00,2022-12-11T23:59:59,374.17
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-12T00:00:00,2022-12-13T23:59:59,372.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-14T00:00:00,2022-12-15T23:59:59,375.0
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-16T00:00:00,2022-12-19T23:59:59,377.67
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-20T00:00:00,2022-12-27T23:59:59,375.5
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2022-12-28T00:00:00,2022-12-31T23:59:59,371.83
Mariupol,6849,37.55.208.0/21,37.55.211.0/24,6849,2023-01-01T00:00:00,2023-01-02T23:59:59,373.83
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-07T00:00:00,2022-03-18T23:59:59,345.33
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-19T00:00:00,2022-03-20T23:59:59,292.33
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-21T00:00:00,2022-03-22T23:59:59,290.5
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-23T00:00:00,2022-03-26T23:59:59,344.33
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-27T00:00:00,2022-03-28T23:59:59,288.5
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-03-29T00:00:00,2022-04-01T23:59:59,345.67
Mariupol,6849,37.55.208.0/21,37.55.212.0/24,6849,2022-04-02T00:00:00,2022-04-05T23:59:59,347.83
