total_packets,duration_s,total_bytes,fwd_bytes,bwd_bytes,fwd_packets,bwd_packets,pkt_size_mean,pkt_size_median,pkt_size_std,pkt_size_max,pkt_size_p95,fwd_pkt_size_mean,bwd_pkt_size_mean,iat_mean,iat_median,iat_std,iat_p95,iat_cv,fwd_iat_mean,bwd_iat_mean,bwd_iat_std,bwd_iat_cv,tcp_ratio,udp_ratio,rtp_ratio,tls_ratio,unique_dst_ips,num_flows,mean_bitrate_bps,bitrate_cv,max_bitrate_bps,byte_asymmetry,fwd_bwd_pkt_ratio,fwd_byte_fraction,pps,filename,category,subcategory,app,is_genai,label
9994,57.5311918258667,9790160,741939,9048221,1879,8115,979.6037622573544,1274.0,492.2374968872841,1308.0,1274.0,394.8584353379457,1114.999507085644,0.0057571491870175824,2.09808349609375e-05,0.0524764473645074,0.021246004104614243,9.11500564947009,0.03053473220211756,0.007090361329290942,0.06264852440365733,8.835730859702517,0.06904142485491295,0.9267560536321793,0.0,0.05843506103662197,29,200,1350366.896551724,1.2958433553656912,6970104.0,12.195370508896284,0.23154651879235982,0.07578415470227248,173.71446136992037,instagram_2025-12-11-16-01_2025-12-11-16-04.pcapng,non_genai,others,instagram,0,Non-GenAI
9076,106.61699199676514,6670651,493445,6177206,3505,5571,734.9769722344645,1242.0,590.5870099548148,1322.0,1304.0,140.78316690442225,1108.814575480165,0.011748428870166958,3.314018249511719e-05,0.03591820261185554,0.06890749931335438,3.0572771056275805,0.030418976052711,0.019127097121260966,0.05517328357718801,2.8845612707146997,0.9338915821947995,0.06401498457470252,0.0,0.9327897752313795,17,128,498740.26168224297,1.3127260878817844,5498304.0,12.518529927347526,0.6291509603302818,0.07397254031128296,85.12714371340897,x_2025-12-11-16-05_2025-12-11-16-07.pcapng,non_genai,others,x,0,Non-GenAI
9999,51.65347599983215,8941703,389814,8551889,2341,7658,894.2597259725973,1292.0,553.7907083583394,1384.0,1292.0,166.5160187953866,1116.7261687124576,0.005166380876158447,2.09808349609375e-05,0.023459227421676377,0.026006603240966777,4.54074679819578,0.021965880271715997,0.006745915632732422,0.03223071338866263,4.777811514907374,0.096009600960096,0.9012901290129013,0.0,0.08760876087608761,37,225,1375646.6153846155,0.6830506404280245,4695368.0,21.938383434150648,0.30569339253068684,0.043595051188794795,193.57845346230894,youtube_2025-12-11-15-58_2025-12-11-16-00.pcapng,non_genai,live_streaming,youtube,0,Non-GenAI
9999,27.24921202659607,9948493,367098,9581395,1976,8023,994.948794879488,1292.0,505.1136319249496,1314.0,1292.0,185.77834008097167,1194.2409323195811,0.0027254662959187905,2.09808349609375e-05,0.013923614291172485,0.009697294235229416,5.108709035229016,0.013792444542993472,0.0033966283850526014,0.019753963005468406,5.815756322475203,0.05540554055405541,0.9433943394339434,0.0,0.050905090509050906,32,198,2842426.5714285714,0.4355863477438216,5546080.0,26.100373742161494,0.24629191075657486,0.036899860109465825,366.94639060537486,youtube_2025-12-11-15-52_2025-12-11-15-56.pcapng,non_genai,on_demand_streaming,youtube,0,Non-GenAI
9926,76.14214992523193,2565183,771592,1793591,4307,5619,258.43068708442473,129.0,341.75651979229804,1514.0,1242.0,179.14836312978872,319.20110339918136,0.007671753141081303,0.005009889602661133,0.019328938665551593,0.016591024398803708,2.519494346350573,0.017679169296498525,0.013550932528752795,0.026495090374903073,1.95522266225479,0.05178319564779367,0.9482168043522063,0.7881321781180738,0.049667539794479146,17,49,266512.51948051946,1.8691935743128731,3616064.0,2.3245329137678983,0.7665064958177612,0.30079413437559815,130.3614359424691,chatgpt_2025-12-04-18-24-09_2025-12-04-18-30-28.pcapng,genai,audio,chatgpt,1,GenAI
10000,76.04278707504272,2357595,882214,1475381,4314,5686,235.7595,127.0,348.42618165079097,1444.0,1242.0,204.5002318034307,259.4760816039395,0.007605039211425415,0.005496025085449219,0.013330640566732213,0.018893909454345707,1.752869406209629,0.017627125684108864,0.013370229365433531,0.01841377272841296,1.3772219028656798,0.0639,0.936,0.7815,0.0618,21,110,244944.93506493507,2.2046878412489215,4274168.0,1.6723618079060183,0.7587055926837847,0.3742008275382328,131.50491170361119,chatgpt_2025-12-04-20-30_2025-12-04-20-36.pcapng,genai,audio,chatgpt,1,GenAI
9989,246.0560519695282,5239820,2607559,2632261,4548,5441,524.559014916408,145.0,571.4170782108887,1444.0,1444.0,573.3419085312225,483.78257673221833,0.024635167397830216,0.0011374950408935547,0.14540433162397515,0.11295714378356933,5.902307432129804,0.0541139326961795,0.045195806990651524,0.20637137263663555,4.566161915845915,0.9683652017218941,0.031034137551306438,0.0,0.9576534187606367,19,124,169710.76923076922,1.809538869667911,4203216.0,1.0094732276431713,0.8358757581326962,0.4976428579607696,40.59644101433054,gemini_2025-12-04-20-36_2025-12-04-20-42.pcapng,genai,audio,gemini,1,GenAI
9848,131.15661120414734,5899588,1858825,4040763,4154,5694,599.0645816409424,146.0,619.5150393076168,1514.0,1466.0,447.47833413577274,709.6527924130664,0.013319448685299821,0.0005731582641601562,0.045105752100752884,0.07045371532440171,3.3864578907484675,0.031581172936226184,0.02302083139069445,0.06130149467075175,2.662870581447863,0.9681153533712429,0.030564581640942324,0.0,0.9647644191714053,20,151,357550.7878787879,2.992234506987749,10375424.0,2.173826476403104,0.7295398665261679,0.31507708673893836,75.08580703317679,gemini_2025-12-09-21-08-48_2025-12-09-21-14-13.pcapng,genai,audio,gemini,1,GenAI
9998,4.595282077789307,11555512,199934,11355578,1895,8103,1155.7823564712942,1444.0,552.8807287840845,1444.0,1444.0,105.50606860158311,1401.4041712945823,0.000459666107611214,3.600120544433594e-05,0.002426285773732977,0.002219772338867183,5.278365608336587,0.002364562330679002,0.0005667375888509004,0.003862632754381906,6.815557729660495,0.9734946989397879,0.02600520104020804,0.0,0.9711942388477696,14,87,18488819.2,0.49816324483194097,27292208.0,56.796632888853324,0.23386400098728866,0.017302045984634865,2175.7097455070325,grok_2025-12-04-20-42_2025-12-04-20-50.pcapng,genai,audio,grok,1,GenAI
9980,1.839020013809204,13214195,122158,13092037,1152,8828,1324.0676352705411,1514.0,475.5341927470224,1514.0,1514.0,106.03993055555556,1483.0128001812416,0.00018428900829834695,0.00011610984802246094,0.0013172607671587473,0.0002529621124267578,7.147798880257814,0.0015967540591825722,0.00020706525296766248,0.001616450857183578,7.806480488718308,0.9889779559118237,0.011022044088176353,0.0,0.9889779559118237,8,38,52856780.0,0.43805385042372996,76010896.0,107.17298089359682,0.1304938830992297,0.009244452651107389,5426.803365412103,grok_2025-12-09-21-14-47_2025-12-09-21-19-59.pcapng,genai,audio,grok,1,GenAI
10000,35.966928005218506,5853807,552589,5301218,4189,5811,585.3807,144.0,629.6912144595237,1444.0,1444.0,131.91429935545477,912.2729306487696,0.0035970525057724277,0.00029206275939941406,0.010474444115231333,0.014965510368347174,2.911951965789296,0.008417923106618916,0.006190521171294063,0.0204304085786243,3.3002727901750375,0.6332,0.3667,0.3138,0.6283,13,62,1300846.0,0.8407917516273447,4232488.0,9.59341934059491,0.7208742040956806,0.09439822665830971,278.03319756830723,perplexity_2025-12-12-00-24_2025-12-12-00-28.pcapng,genai,audio,perplexity,1,GenAI
9799,363.23903012275696,7903041,1231257,6671784,3326,6473,806.5150525563834,900.0,643.1064325705414,1514.0,1514.0,370.1915213469633,1030.709717287193,0.03707277302742978,0.0002410411834716797,0.2147503808676535,0.17833760976791382,5.792671098780818,0.10921092119432034,0.056124188807160955,0.2750085181365203,4.899999874945749,0.48157975303602407,0.515562812531891,0.0,0.4800489845902643,20,59,173693.2087912088,7.57572133905557,17616056.0,5.41867701056725,0.5138266646068284,0.1557953451082944,26.976726583287096,chatgpt_2025-12-04-17-57-27_2025-12-04-18-04-05.pcapng,genai,text,chatgpt,1,GenAI
2902,288.43740701675415,1608921,820332,788589,1411,1491,554.4179875947623,273.0,548.161903793819,1464.0,1441.0,581.3834160170093,528.8993963782697,0.09942688969898454,0.00017309188842773438,0.568950203408415,0.2863650321960449,5.722297108266334,0.2040015475969788,0.19280910187919667,0.8268156233322169,4.288260332493292,0.3173673328738801,0.6809097174362508,0.0,0.24844934527911786,25,144,44537.60553633218,3.336589901648111,1369128.0,0.9613046912713389,0.9463447350771295,0.5098646857117285,10.061108335478258,chatgpt_text_2025-12-04_20_56_2025-12-04_21_01.pcapng,genai,text,chatgpt_text,1,GenAI
