id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
455412,ETH-2022-1-555-314,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,1,"""My views on news,2022-01-19,Ali Birra Nuho Gobana Oromo | Tigray Amhara fighting Sudan border | Muslim Religious place Bahir Dar""",My views on news,2022-01-19,Ali Birra Nuho Gobana Oromo | Tigray Amhara fighting Sudan border | Muslim Religious place Bahir Dar,,2,Bereket village,"Sudan-Ethiopia border; Sudan side of the border, near Brecht (as heard)",Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,1,2,2022-01-01 00:00:00.000,2022-01-05 00:00:00.000,0,0,0,1,1,400,0,530,
455418,ETH-2022-1-555-315,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,1,"""My views on news,2022-01-19,Ali Birra Nuho Gobana Oromo | Tigray Amhara fighting Sudan border | Muslim Religious place Bahir Dar""",My views on news,2022-01-19,Ali Birra Nuho Gobana Oromo | Tigray Amhara fighting Sudan border | Muslim Religious place Bahir Dar,,2,Bereket village,"Brecht area, Sudan side of the border",Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,1,2,2022-01-18 00:00:00.000,2022-01-19 00:00:00.000,0,0,0,1,1,1,0,530,
455889,ETH-2022-1-555-328,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,2,"""My views on news,2022-03-22,Tigray Ethiopia fighting near Sudan border | Amhara students | Protest in Gojjam | Dr Tedros WHO"";""My views on news,2022-03-24,Tigray Ethiopia fighting on Sudan border | Tigrayans protest in Belgium | Fitsum Arega | Russia Ukr""",My views on news;My views on news,2022-03-22;2022-03-24,Tigray Ethiopia fighting near Sudan border | Amhara students | Protest in Gojjam | Dr Tedros WHO;Tigray Ethiopia fighting on Sudan border | Tigrayans protest in Belgium | Fitsum Arega | Russia Ukr,,2,Bereket village,Brecht (near),Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,1,2,2022-03-21 00:00:00.000,2022-03-24 00:00:00.000,0,0,0,1,1,1,0,530,
455893,ETH-2022-1-555-330,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,2,"""My views on news,2022-03-28,Tigray Ethiopia fighting in 3 places on Sudan border | 40 arrested in Tigrayan video case | Fano"";""My views on news,2022-03-28,Battlefield report from Humera & Welkait | Is Biniam Girmay a Tigrayan? | WFP Tigray""",My views on news;My views on news,2022-03-28;2022-03-28,Tigray Ethiopia fighting in 3 places on Sudan border | 40 arrested in Tigrayan video case | Fano;Battlefield report from Humera & Welkait | Is Biniam Girmay a Tigrayan? | WFP Tigray,,5,Border between Sudan and Ethiopia (El Fashaga district),Lugdi (right on the border),Gedarif state,El Fashaga district,14.003352,36.470332,POINT (36.470332 14.003352),150193,Sudan,625,Africa,1,2,2022-03-27 00:00:00.000,2022-03-28 00:00:00.000,0,0,0,1,1,2,0,530,
455925,ETH-2022-1-555-333.1,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,1,"""My views on news,2022-03-28,Battlefield report from Humera & Welkait | Is Biniam Girmay a Tigrayan? | WFP Tigray""",My views on news,2022-03-28,Battlefield report from Humera & Welkait | Is Biniam Girmay a Tigrayan? | WFP Tigray,,2,Bereket village,"Logbi, Dima and Brecht areas",Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,2,2,2022-03-27 00:00:00.000,2022-03-28 00:00:00.000,0,0,0,1,1,2,0,530,
457997,ETH-2022-1-555-353,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,1,"""My views on news,2022-07-17,Tigray fighters' attack on Sudan border | ENDF lashes out at TPLF | Selamwit Tekley | ETV | Somalia""",My views on news,2022-07-17,Tigray fighters' attack on Sudan border | ENDF lashes out at TPLF | Selamwit Tekley | ETV | Somalia,,2,Bereket village,Bereket area,Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,1,2,2022-07-11 00:00:00.000,2022-07-16 00:00:00.000,0,0,0,1,1,1,0,530,
450531,ETH-2022-1-555-155,2022,true,Clear,1,267,267,Ethiopia: Government,555,555,Government of Ethiopia - TPLF,97,97,Government of Ethiopia,410,410,TPLF,2,"""My views on news,2022-09-05,Ethiopia Tigray war: Detailed report from Western Front"";""My views on news,2022-09-06,Getachew Reda's claims | Pics of TDF POWs geo located | Jawar Mohammed's message | OLA in Haro Limu""",My views on news;My views on news,2022-09-05;2022-09-06,Ethiopia Tigray war: Detailed report from Western Front;Getachew Reda's claims | Pics of TDF POWs geo located | Jawar Mohammed's message | OLA in Haro Limu,,1,Bereket village,"near the border with Tigray, near Tekeze river

a place called ""Brecht""",Gedarif state,El Fashaga district,14.155070,36.479287,POINT (36.4792871 14.15507),150193,Sudan,625,Africa,2,2,2022-09-02 00:00:00.000,2022-09-05 00:00:00.000,0,0,0,1,1,1,0,530,
12050,CHA-1989-1-20-3,1989,true,Clear,1,288,288,Chad: Government,606,606,Government of Chad - Islamic Legion,87,87,Government of Chad,442,442,Islamic Legion,-1,"Reuters 1989-11-14 ""CHAD SAYS 235 MERCENARIES KILLED IN NEW BATTLE"" AND Reuters 1989-11-14 ""CHAD SAYS IT SMASHED ANOTHER PRO-LIBYAN BASE INSIDE SUDAN",,,,,5,Darfur,"Darfur (Inosoro, 360 km inside Sudan's Darfur region)",,,13.000000,25.000000,POINT (25 13),148731,Sudan,625,Africa,1,1,1989-11-13 00:00:00.000,1989-11-13 00:00:00.000,0,0,0,235,235,235,235,483,
12146,CHA-1989-1-18-2,1989,true,Clear,1,288,288,Chad: Government,608,608,Government of Chad - Revolutionary Forces of 1 April,87,87,Government of Chad,443,443,Revolutionary Forces of 1 April,-1,"BBC Monitoring Service: Africa 1989-10-23 ""government and dissident forces clash in Sudan",,,,,5,Darfur,Darfur (about 200 km inside Sudan's Darfur province),,,13.000000,25.000000,POINT (25 13),148731,Sudan,625,Africa,1,3,1989-10-14 00:00:00.000,1989-10-20 00:00:00.000,0,30,0,0,30,700,30,483,
11911,CHA-1990-1-23-2,1990,true,Clear,1,288,288,Chad: Government,609,609,Government of Chad - MPS,87,87,Government of Chad,445,445,MPS,-1,"A.C., 20 April, 1990",,,,,5,Darfur,Darfur,,,13.000000,25.000000,POINT (25 13),148731,Sudan,625,Africa,2,3,1990-03-25 00:00:00.000,1990-03-31 00:00:00.000,0,0,0,700,700,700,700,483,
12156,CHA-1990-1-23-3,1990,true,Clear,1,288,288,Chad: Government,609,609,Government of Chad - MPS,87,87,Government of Chad,445,445,MPS,-1,"BBC Monitoring Service: Africa 1990-04-06 ""government claims more successes against rebels - Sudan denies involvement",,,,,5,Sudan/Chad border (near),Sudan/Chad border (50 km from from),,,15.105230,22.938822,POINT (22.93882222 15.1052306),151606,Sudan,625,Africa,2,2,1990-04-02 00:00:00.000,1990-04-04 00:00:00.000,0,0,0,0,0,763,0,483,
12175,CHA-2010-1-807-2,2010,true,Clear,1,288,288,Chad: Government,622,622,Government of Chad - FPRN,87,87,Government of Chad,1112,1112,FPRN,-1,"Agence France-Presse (AFP) 2010-04-29 ""HD  UPDATE 1-Chadian army clashes with rebels",,,,,5,Sudan/Chad border (near),"Sudan/Chad border (around Tamassi, near Chad's eastern border with Sudan)",,,15.105230,22.938822,POINT (22.93882222 15.1052306),151606,Sudan,625,Africa,2,2,2010-04-24 00:00:00.000,2010-04-28 00:00:00.000,7,0,0,0,7,7,7,483,
12176,CHA-2010-1-807-3,2010,true,Clear,1,288,288,Chad: Government,622,622,Government of Chad - FPRN,87,87,Government of Chad,1112,1112,FPRN,-1,"Agence France-Presse (AFP) 2010-05-01 ""Chad rebels dispute battle death toll",,,,,5,Sudan/Chad border (near),"Sudan/Chad border (around Tamassi, near Chad's eastern border with Sudan)",,,15.105230,22.938822,POINT (22.93882222 15.1052306),151606,Sudan,625,Africa,2,2,2010-04-24 00:00:00.000,2010-04-28 00:00:00.000,0,31,0,0,31,72,31,483,
7578,SUD-1989-1-641-15,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-10-04 ""ARMY DEAD IN SUDAN PUT AT 2,816 IN 1989",,,,,5,Southern Sudan,Southern Sudan,,,5.000000,33.000000,POINT (33 5),137227,Sudan,625,Africa,2,5,1989-01-01 00:00:00.000,1989-10-03 00:00:00.000,2700,0,0,0,2700,2700,2700,625,
6833,SUD-1989-1-641-1,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-01-29 ""REBEL LEADER ANNOUNCES INTENSIFIED OFFENSIVE",,,,,1,Nasir town,Nasir town,Upper Nile province,,8.600000,33.066667,POINT (33.066667 8.6),142267,Sudan,625,Africa,1,1,1989-01-26 00:00:00.000,1989-01-26 00:00:00.000,100,0,0,0,100,1100,100,625,
8033,SUD-1989-1-641-2,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-03-18 ""REBELS CAPTURE GARRISON NEAR SOUTHERN CAPITAL"" AND Reuters 1989-03-21 ""REBELS SHELL JUBA, KILLING 10, RELIEF SOURCES SAY",,,,,1,Juba town,Juba Town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,1,1989-02-20 00:00:00.000,1989-02-20 00:00:00.000,0,0,16,0,16,16,16,625,
8870,SUD-1989-1-641-50,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-03-21, REBELS SHELL JUBA, KILLING 10, RELIEF SOURCES SAY",,,,Reuters,1,Juba town,Juba Town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,1,1989-02-20 00:00:00.000,1989-02-20 00:00:00.000,0,0,16,0,16,16,16,625,
9081,SUD-1989-1-641-51,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-03-21, REBELS SHELL JUBA, KILLING 10, RELIEF SOURCES SAY",,,,relief agency sources,1,Juba town,Juba town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,1,1989-03-18 00:00:00.000,1989-03-18 00:00:00.000,0,0,0,10,10,10,10,625,
8394,SUD-1989-1-641-6,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"The Globe and Mail 1989-03-25 ""Swollen and hungry, Sudanese city bears witness to exodus",,,,,1,Juba town,Juba town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,1,1989-03-18 00:00:00.000,1989-03-18 00:00:00.000,0,0,0,10,10,10,10,625,
8189,SUD-1989-1-641-7,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-03-30 ""U.N. RELIEF OPERATION FOR SOUTH STARTS MONDAY-PAPER",,,,,4,Southern Kordofan province,Southern Kordofan,Southern Kordofan province,,11.000000,30.000000,POINT (30 11),145861,Sudan,625,Africa,1,1,1989-03-28 00:00:00.000,1989-03-28 00:00:00.000,6,0,0,76,82,82,82,625,
8057,SUD-1989-1-641-10,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-04-07 ""REBELS REPORT VICTORY OUTSIDE TRADITIONAL BASES",,,,,1,Korongo Abdullah hill,Korongo Abd Allah,Kordofan province,,10.883300,29.616400,POINT (29.6164 10.8833),145140,Sudan,625,Africa,1,1,1989-04-04 00:00:00.000,1989-04-04 00:00:00.000,0,0,0,43,43,43,43,625,
6993,SUD-1989-1-641-9,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-04-06 ""FOURTH ANNIVERSARY OF OVERTHROW OF NIMEIRI CELEBRATED",,,,,2,Kadugli town,Kadugli town (near),Kordofan province,,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,1989-04-04 00:00:00.000,1989-04-04 00:00:00.000,7,54,0,0,61,61,61,625,
7109,SUD-1989-1-641-13,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-04-24 ""TROOPS SAID TO HAVE KILLED 185 REBELS IN CLASHES",,,,,2,Waat town,Waat town (near),Upper Nile province,,8.166667,32.116667,POINT (32.116667 8.166667),141545,Sudan,625,Africa,1,1,1989-04-21 00:00:00.000,1989-04-21 00:00:00.000,0,0,0,85,85,85,85,625,
8633,SUD-1989-1-641-12,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-04-24 ""TROOPS SAID TO HAVE KILLED 185 REBELS IN CLASHES"" AND Reuters 1989-04-27 ""SUDAN TROOPS KILLS 172 REBELS IN SOUTH - NEWSPAPER",,,,,1,Kajo Kaji town,Kajo Kaji town,Western Equatoria province,,3.883333,31.666667,POINT (31.666667 3.883333),135064,Sudan,625,Africa,1,1,1989-04-21 00:00:00.000,1989-04-21 00:00:00.000,1,0,0,100,101,101,101,625,
8188,SUD-1989-1-641-14,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-08-25 ""SUDAN'S JUNTA SACKS 57 JUDGES FOLLOWING PROTEST NOTE",,,,,2,Kurmuk town,Kurmuk town (near),Blue Nile province,,10.550000,34.283333,POINT (34.283333 10.55),145149,Sudan,625,Africa,1,1,1989-08-22 00:00:00.000,1989-08-22 00:00:00.000,2,0,0,0,2,2,2,625,
7999,SUD-1989-1-641-16,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-10-17 ""SUDAN OFFICIAL SAYS REBELS STAGING UNPROVOKED ATTACKS",,,,,5,Road between towns of Juba and Yei,Road between towns of Juba and Yei,Western Equatoria province,,4.426299,31.174935,POINT (31.174935 4.426299),135783,Sudan,625,Africa,1,1,1989-10-17 00:00:00.000,1989-10-17 00:00:00.000,0,0,0,12,12,12,12,625,
7630,SUD-1989-1-641-17,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-10-26 ""SUDAN REBELS REPORT KILLING 150 SOLDIERS NEAR ETHIOPIAN BORDER"" AND Reuters 1989-11-01 ""SUDAN AIR FORCE BOMBS REBEL TOWN, REBELS REPORT FRESH FIGHTING.",,,,,5,Eastern Sudan,Ethiopian border (near),,,12.000000,34.000000,POINT (34 12),147309,Sudan,625,Africa,1,1,1989-10-20 00:00:00.000,1989-10-20 00:00:00.000,0,0,0,150,150,150,150,625,
6973,SUD-1989-1-641-19,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,Reuters 1989-11-01,,,,ICRC relief workers,1,Yirol town,Yirol town,Bahr al Ghazal province,,6.550967,30.497585,POINT (30.497585 6.550967),139381,Sudan,625,Africa,1,1,1989-10-31 00:00:00.000,1989-10-31 00:00:00.000,0,0,5,0,5,5,5,625,
9202,SUD-1989-1-641-20,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-11-01 ""SUDAN AIR FORCE BOMBS REBEL TOWN, REBELS REPORT FRESH FIGHTING",,,,,5,Kordofan,Kordofan,Kordofan province,,13.000000,29.500000,POINT (29.5 13),148740,Sudan,625,Africa,1,1,1989-10-31 00:00:00.000,1989-10-31 00:00:00.000,2,0,0,0,2,2,2,625,
8111,SUD-1989-1-641-21,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,Reuters 1989-11-05,,,,UN officials and Western diplomats,1,Waat town,Waat town,Upper Nile province,,8.166667,32.116667,POINT (32.116667 8.166667),141545,Sudan,625,Africa,1,1,1989-11-04 00:00:00.000,1989-11-04 00:00:00.000,0,0,2,0,2,2,2,625,
8779,SUD-1989-1-641-22,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-11-09 ""SUDAN REBELS SAY THEY SEIZED THREE TOWNS, ISSUE ULTIMATUM",,,,,1,Rumbek town,Rumbek town,Bahr al Ghazal province,,6.803899,29.690969,POINT (29.690969 6.803899),139380,Sudan,625,Africa,1,1,1989-11-09 00:00:00.000,1989-11-09 00:00:00.000,4,0,0,0,4,4,4,625,
8830,SUD-1989-1-641-23,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-11-14 ""SUDAN SAYS ITS ARMY KILLED 600 SOUTHERN REBELS",,,,,1,Rumbek town,Rumbek town,Bahr al Ghazal province,,6.803899,29.690969,POINT (29.690969 6.803899),139380,Sudan,625,Africa,1,1,1989-11-11 00:00:00.000,1989-11-11 00:00:00.000,12,0,0,600,612,612,612,625,
8049,SUD-1989-1-641-26,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-11-21 ""THREE SUDANESE POLICEMEN KILLED IN REBEL AMBUSH",,,,,2,Kadugli town,"Kadugli town (near), Kordofan state",Kordofan province,,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,1989-11-19 00:00:00.000,1989-11-19 00:00:00.000,3,0,0,0,3,3,3,625,
8422,SUD-1989-1-641-28,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"BBC Monitoring Service: Middle East 1989-12-09 ""government forces enter Rumbek",,,,,1,Rumbek town,Rumbek town,Bahr al Ghazal province,,6.803899,29.690969,POINT (29.690969 6.803899),139380,Sudan,625,Africa,1,1,1989-12-08 00:00:00.000,1989-12-08 00:00:00.000,13,0,0,200,213,213,213,625,
8127,SUD-1989-1-641-29.1,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 19898-12-20 ""SUDAN SAYS IT KILLED 17 REBELS IN SOUTH SUDAN",,,,,4,Upper Nile province,Upper Nile,Upper Nile province,,10.006600,32.697847,POINT (32.697847 10.0066),144426,Sudan,625,Africa,1,1,1989-12-20 00:00:00.000,1989-12-20 00:00:00.000,0,9,0,0,9,9,9,625,
9274,SUD-1989-1-641-29.2,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 19898-12-20 ""SUDAN SAYS IT KILLED 17 REBELS IN SOUTH SUDAN",,,,,5,Equatoria,Equatoria province,,,5.000000,31.000000,POINT (31 5),137223,Sudan,625,Africa,1,1,1989-12-20 00:00:00.000,1989-12-20 00:00:00.000,0,8,0,0,8,8,8,625,
7542,SUD-1989-1-641-30,1989,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1989-12-21 ""FRENCH CHARITY PLANE SHOT DOWN IN SUDAN, FOUR PEOPLE KILLED""  and ""AROUND THE WORLD Four in Sudan killed as plane shot down",,,,,2,Aweil town,Aweil town (near),Bahr al Ghazal province,,8.774581,27.394256,POINT (27.394256 8.774581),142255,Sudan,625,Africa,1,1,1989-12-21 00:00:00.000,1989-12-21 00:00:00.000,0,0,4,0,4,4,4,625,
7914,SUD-1990-1-641-2,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,Reuters 1990-01-30,,,,,2,Kajo Kaji town,Kajo Kaji town (near),Western Equatoria province,,3.883333,31.666667,POINT (31.666667 3.883333),135064,Sudan,625,Africa,1,1,1990-01-06 00:00:00.000,1990-01-06 00:00:00.000,0,7,0,76,83,83,83,625,
9032,SUD-1990-1-641-4,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-12 ""SUDAN ACCUSES UNNAMED NEIGHBOUR OF AIDING SOUTHERN REBELS"" AND BBC Monitoring Service: Middle East 1989-01-13 ""SPLA claims capture of government garrison in southern Kordofan",,,,,1,Tabuli town,Tabuli town,Kordofan province,,10.616667,30.200000,POINT (30.2 10.616667),145141,Sudan,625,Africa,1,1,1990-01-07 00:00:00.000,1990-01-07 00:00:00.000,26,0,0,0,26,26,26,625,
8461,SUD-1990-1-641-5,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,Reuters 1990-01-15,,,,,1,Kaya town,Kaya town,Western Equatoria province,,3.567258,30.873372,POINT (30.873372 3.567258),135062,Sudan,625,Africa,1,1,1990-01-14 00:00:00.000,1990-01-14 00:00:00.000,0,0,0,52,52,52,52,625,
8325,SUD-1990-1-641-6,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-16 ""SUDANESE REBELS PREPARE TO ATTACK SOUTHERN TOWN OF YEI",,,,,1,Morobo town,Morobo town,Western Equatoria province,,3.691944,30.776389,POINT (30.776389 3.691944),135062,Sudan,625,Africa,1,1,1990-01-15 00:00:00.000,1990-01-15 00:00:00.000,0,0,0,12,12,12,12,625,
6986,SUD-1990-1-641-7,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-22 ""SUDANESE REBELS SHELL JUBA, KILLING ABOUT 20",,,,,1,Juba town,Juba town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,2,1990-01-21 00:00:00.000,1990-01-22 00:00:00.000,0,0,15,5,20,20,20,625,
6769,SUD-1990-1-641-8,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-23 ""SUDAN REBELS KILL 55 SOLDIERS IN BATTLE TO STOP CONVOY",,,,,1,Yei town,Yei town,Western Equatoria province,,4.091389,30.678611,POINT (30.678611 4.091389),135782,Sudan,625,Africa,1,1,1990-01-22 00:00:00.000,1990-01-22 00:00:00.000,0,0,0,55,55,55,55,625,
9282,SUD-1990-1-641-9,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-23 ""SUDAN REBELS KILL 55 SOLDIERS IN BATTLE TO STOP CONVOY",,,,,1,Bentiu town,Bentiu town,Upper Nile province,Unity district,9.233333,29.833333,POINT (29.833333 9.233333),142980,Sudan,625,Africa,1,1,1990-01-22 00:00:00.000,1990-01-22 00:00:00.000,0,0,0,2,2,2,2,625,
8667,SUD-1990-1-641-11,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-24 ""SUDANESE GOVERNMENT, REBELS CLAIM VICTORIES IN WAR",,,,,2,Kadugli town,"Kadugli town (near), Kordofan state",Kordofan province,,11.016667,29.716667,POINT (29.716667 11.016667),145860,Sudan,625,Africa,1,1,1990-01-23 00:00:00.000,1990-01-23 00:00:00.000,0,0,0,30,30,30,30,625,
7541,SUD-1990-1-641-10,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-24 ""SUDANESE GOVERNMENT, REBELS CLAIM VICTORIES IN WAR"" AND Middle East Economic Digest 1990-02-02 ""HEAVY FIGHTING REPORTED IN SOUTH",,,,,5,Road between towns of Juba and Yei,Between Juba and Yei,Western Equatoria province,,4.426299,31.174935,POINT (31.174935 4.426299),135783,Sudan,625,Africa,1,1,1990-01-24 00:00:00.000,1990-01-24 00:00:00.000,9,0,0,71,80,80,80,625,
8242,SUD-1990-1-641-13,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"BBC Monitoring Service: Middle East 1990-01-30 ""government claims success in fighting near Juba",,,,,1,Juba town,Juba town,Western Equatoria province,,4.850000,31.616667,POINT (31.616667 4.85),136504,Sudan,625,Africa,1,1,1990-01-26 00:00:00.000,1990-01-26 00:00:00.000,0,0,0,2,2,2,2,625,
8382,SUD-1990-1-641-15,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"Reuters 1990-01-29 ""RELIEF AGENCIES EVACUATE PERSONNEL FROM BESIEGED SUDAN CITY"" Reuters 1990-01-29 ""SUDAN SAYS TROOPS KILLED 130 SOUTHERN REBELS OUTSIDE JUBA",,,,,1,Kajo Kaji town,Kajo Kaji town,Western Equatoria province,,3.883333,31.666667,POINT (31.666667 3.883333),135064,Sudan,625,Africa,1,1,1990-01-27 00:00:00.000,1990-01-27 00:00:00.000,8,0,0,500,508,508,508,625,
7133,SUD-1990-1-641-14.2,1990,true,Clear,1,309,309,Sudan: Government,663,663,Government of Sudan - SPLM/A,112,112,Government of Sudan,466,466,SPLM/A,-1,"BBC Monitoring Service: Middle East 1990-01-30 ""government claims success in fighting near Juba",,,,,4,Western Equatoria province,Equatoria province (Banjan village in),Western Equatoria province,,5.000000,29.000000,POINT (29 5),137219,Sudan,625,Africa,1,1,1990-01-27 00:00:00.000,1990-01-27 00:00:00.000,0,0,0,65,65,65,65,625,
